host_name,alias,ip_address,hostgroup
AIRTEL_UNI_UYO_CASH_AK0368,AIRTEL_UNI_UYO_CASH_AK0368,10.62.0.50,ZenithBank
ZENITH_UNI_UYO_CASH,ZENITH_UNI_UYO_CASH,10.62.0.51,ZenithBank
ZENTIH_OBUDU,ZENTIH_OBUDU,10.62.0.59,ZenithBank
AIRTEL_ZENITH_OBUDU,AIRTEL_ZENITH_OBUDU,10.62.0.60,ZenithBank
AIRTEL_UNI_PORT_BS,AIRTEL_UNI_PORT_BS,10.104.101.2,ZenithBank
ZENITH_UNI_PORT_CE,ZENITH_UNI_PORT_CE,10.104.101.3,ZenithBank
WEMA_COLEMAN_BTS,WEMA_COLEMAN_BTS,10.2.1.10,WemaBank
WEMA_COLEMAN_CLIENT,WEMA_COLEMAN_CLIENT,10.2.1.11,WemaBank
WEMA_UE_ABULE_BTS,WEMA_UE_ABULE_BTS,10.40.40.34,WemaBank
WEMA_UE_ABULE_BTS,WEMA_UE_ABULE_BTS,10.40.40.35,WemaBank
WEMA_WEMABANK_DR,WEMA_WEMABANK_DR,10.40.41.4,WemaBank
WEMA_OYE_EKITI_BTS,WEMA_OYE_EKITI_BTS,10.40.41.194,WemaBank
WEMA_OYE_EKITI_CL,WEMA_OYE_EKITI_CL,10.40.41.195,WemaBank
WEMA_UE_ADO_BADORE_BTS,WEMA_UE_ADO_BADORE_BTS,10.41.5.202,WemaBank
WEMA_UE_ADO_BADORE_CL,WEMA_UE_ADO_BADORE_CL,10.41.5.203,WemaBank
WEMA_UE_ADENIJI_BTS,WEMA_UE_ADENIJI_BTS,10.42.8.90,WemaBank
WEMA_UE_ADENIJI_CL,WEMA_UE_ADENIJI_CL,10.42.8.91,WemaBank
WEMA_UE_AWOLOWO_RD_BTS,WEMA_UE_AWOLOWO_RD_BTS,10.42.8.98,WemaBank
WEMA_UE_AWOLOWO_RD_CL,WEMA_UE_AWOLOWO_RD_CL,10.42.8.99,WemaBank
WEMA_JENDOR_LAAS,WEMA_JENDOR_LAAS,10.43.9.89,WemaBank
WEMA_MOBILE_VAN,WEMA_MOBILE_VAN,10.43.12.65,WemaBank
WEMA_UE_AGEGE_BTS,WEMA_UE_AGEGE_BTS,10.43.12.162,WemaBank
WEMA_UE_AGEGE_CL,WEMA_UE_AGEGE_CL,10.43.12.163,WemaBank
WEMA_IKOTUN_BTS,WEMA_IKOTUN_BTS,10.43.12.226,WemaBank
WEMA_IKOTUN_CL,WEMA_IKOTUN_CL,10.43.12.227,WemaBank
WEMA_OTTA_BTS,WEMA_OTTA_BTS,10.43.14.10,WemaBank
WEMA_OTTA_CL,WEMA_OTTA_CL,10.43.14.11,WemaBank
WEMA_ONIKAN_CLUB_ATM,WEMA_ONIKAN_CLUB_ATM,10.43.14.17,WemaBank
WEMA_TINUBU_BTS,WEMA_TINUBU_BTS,10.43.14.122,WemaBank
WEMA_TINUBU_CL,WEMA_TINUBU_CL,10.43.14.123,WemaBank
WEMA_ISOLO_BTS,WEMA_ISOLO_BTS,10.43.14.154,WemaBank
WEMA_ISOLO_CL,WEMA_ISOLO_CL,10.43.14.155,WemaBank
WEMA_UE_LEKKI,WEMA_UE_LEKKI,10.46.7.1,WemaBank
WEMA_UE_MUSHIN,WEMA_UE_MUSHIN,10.46.7.17,WemaBank
WEMA_UE_LAWANSON,WEMA_UE_LAWANSON,10.46.7.21,WemaBank
WEMA_OMOLE_OGBA,WEMA_OMOLE_OGBA,10.46.7.29,WemaBank
WEMA_UE_ORILE,WEMA_UE_ORILE,10.46.7.33,WemaBank
WEMA_UE_OSHODI,WEMA_UE_OSHODI,10.46.7.37,WemaBank
WEMA_UE_OPEBI,WEMA_UE_OPEBI,10.46.7.41,WemaBank
WEMA_UE_WARRI,WEMA_UE_WARRI,10.46.7.53,WemaBank
WEMA_UE_SYNERGY_ORILE,WEMA_UE_SYNERGY_ORILE,10.46.7.69,WemaBank
WEMA_KAAF_LASS,WEMA_KAAF_LASS,10.46.7.81,WemaBank
WEMA_UE_HEYDEN_VGC,WEMA_UE_HEYDEN_VGC,10.46.7.89,WemaBank
WEMA_SAKA_TINUBUDIAMED,WEMA_SAKA_TINUBUDIAMED,10.46.7.93,WemaBank
WEMA_UE_CITEC,WEMA_UE_CITEC,10.46.7.97,WemaBank
WEMA_IDIMU_LASS,WEMA_IDIMU_LASS,10.46.7.113,WemaBank
WEMA_UE_SANGOTEDO,WEMA_UE_SANGOTEDO,10.46.7.129,WemaBank
WEMA_UE_HEYDEN_EBUTE,WEMA_UE_HEYDEN_EBUTE,10.46.7.133,WemaBank
WEMA_UE_OJUELEGBA,WEMA_UE_OJUELEGBA,10.46.7.145,WemaBank
WEMA_BEESMARK,WEMA_BEESMARK,10.46.7.153,WemaBank
WEMA_LASSMALL_LAAS,WEMA_LASSMALL_LAAS,10.46.7.161,WemaBank
WEMA_WEMA_PRESTIGE,WEMA_WEMA_PRESTIGE,10.46.7.165,WemaBank
WEMA_4U_SUPERMARKET,WEMA_4U_SUPERMARKET,10.46.7.181,WemaBank
WEMA_OLU_OBASANJO_PH_BTS,WEMA_OLU_OBASANJO_PH_BTS,10.46.7.210,WemaBank
WEMA_OLU_OBASANJO_PH_CL,WEMA_OLU_OBASANJO_PH_CL,10.46.7.211,WemaBank
WEMA_WEMA_MARYLAND_BTS,WEMA_WEMA_MARYLAND_BTS,10.46.7.234,WemaBank
WEMA_WEMA_MARYLAND_CL,WEMA_WEMA_MARYLAND_CL,10.46.7.235,WemaBank
WEMA_APOSTOLIC_PH_LASS,WEMA_APOSTOLIC_PH_LASS,10.46.7.241,WemaBank
WEMA_HQ_FIBRE,WEMA_HQ_FIBRE,10.46.7.246,WemaBank
WEMA_HQ_POP_RADIO,WEMA_HQ_POP_RADIO,10.46.7.250,WemaBank
WEMA_HQ_CLIENT_RADIO,WEMA_HQ_CLIENT_RADIO,10.46.7.251,WemaBank
WEMA_HQ_RADIO,WEMA_HQ_RADIO,10.46.7.252,WemaBank
WEMA_UE_OKOKO_BTS,WEMA_UE_OKOKO_BTS,10.48.0.170,WemaBank
WEMA_UE_OKOKO_CL,WEMA_UE_OKOKO_CL,10.48.0.171,WemaBank
WEMA_UE_JIBOWU_BTS,WEMA_UE_JIBOWU_BTS,10.48.0.178,WemaBank
WEMA_UE_JIBOWU_CL,WEMA_UE_JIBOWU_CL,10.48.0.179,WemaBank
WEMA_AREPO_ATM_LASS,WEMA_AREPO_ATM_LASS,10.52.0.49,WemaBank
WEMA_ULTIMATE_AYOBO,WEMA_ULTIMATE_AYOBO,10.63.1.33,WemaBank
WEMA_UE_SEADON,WEMA_UE_SEADON,10.63.1.37,WemaBank
WEMA_OJOTA_BTS,WEMA_OJOTA_BTS,10.64.4.34,WemaBank
WEMA_OJOTA_CL,WEMA_OJOTA_CL,10.64.4.35,WemaBank
WEMA_WEMA_ETRANAZACT_BTS,WEMA_WEMA_ETRANAZACT_BTS,10.72.16.83,WemaBank
WEMA_WEMA_ETRANAZACT_CL,WEMA_WEMA_ETRANAZACT_CL,10.72.16.84,WemaBank
WEMA_ADMIRALTY_BTS,WEMA_ADMIRALTY_BTS,10.109.105.90,WemaBank
WEMA_ADMIRALTY_CL,WEMA_ADMIRALTY_CL,10.109.105.91,WemaBank
WEMA_BARIGA_BTS,WEMA_BARIGA_BTS,10.109.105.98,WemaBank
WEMA_BARIGA_CL,WEMA_BARIGA_CL,10.109.105.99,WemaBank
